Y,D,X1,X2,X3,X4,X5
8.207250095475894,1,0.4967141530112327,1.3993554365860021,-0.6751782749743815,-1.907807557877391,-0.863493604964934
5.650848065880554,0,-0.13826430117118466,0.9246336829127688,-0.14451867071551783,-0.8603850107795019,-0.031203488939083975
6.2410304734245,1,0.6476885381006925,0.05963036992017413,-0.7924199209999613,-0.4136055334216442,0.018016872044446585
9.209956773153365,1,1.5230298564080254,-0.6469367777055739,-0.3079615296390403,1.88768765734019,0.47263034584340563
2.025257881907372,0,-0.23415337472333597,0.69822331361359,-1.8936146669537857,0.556553124533758,-1.3668583632808264
9.09001618850174,1,-0.23413695694918055,0.3934853854217497,0.21329370737293857,-1.335481569099891,0.5925672738473307
8.136413514155944,1,1.5792128155073915,0.8951932200277323,0.0012054753622242368,0.486036289417637,-2.704391631602775
4.241935003710785,0,0.7674347291529088,0.6351718016819695,-0.8170886310681906,-1.5473039889383655,-0.6298845523638104
-0.3405037924248231,0,-0.4694743859349521,1.0495527153193351,0.6592456684324051,1.0826910538870733,-0.48827384245154465
3.6234312064860648,1,0.5425600435859647,-0.535235211560568,0.9375701376265584,-0.4711246518178786,0.6333268260712385
2.7292086564449787,0,-0.46341769281246226,1.3173940656343257,-1.6075598643689741,-0.09363618873917087,0.02263085267686914
4.986850666174123,1,-0.46572975357025687,0.19759960469239965,-0.7627247785662142,1.3257966475421905,-1.4055630538562867
7.006667669929117,1,0.24196227156603412,2.0752608726252655,-0.7691423497872981,-1.28716356858425,-0.9849931258170151
3.705438620834931,1,-1.913280244657798,-0.6891878180895679,-0.9399031011088645,-1.3971181851129912,0.1986800095474069
6.038195733127201,0,-1.7249178325130328,1.7359638031652493,0.8294748419317485,-0.5835993263460049,-0.07906734186455633
1.0523334289984594,0,-0.5622875292409727,0.1979107834626478,-0.19382613877280352,1.0383788510193166,-0.5791241096357468
1.4356518255629105,0,-1.0128311203344238,-0.6514180036144483,-0.26451484131061076,-1.5193460754768426,-0.48083378951197936
1.1139728454605915,0,0.3142473325952739,-0.48388583405432156,-2.0038623644067535,-2.8321555981105697,0.696167997159289
5.9594717143065905,1,-0.9080240755212111,-0.32034730819432017,0.6354180302092264,-0.4511588584089988,-0.5176925728692147
3.441853829259235,1,-1.4123037013352917,0.4241659464019164,-1.2392583948534726,0.5517407999109204,-0.08809124402907328
9.364847563719417,1,1.465648768921554,0.5228354880354996,0.059932630266328335,1.2002617497388293,2.169936588080543
8.272446110652215,1,-0.22577630048653566,-0.573700003938579,0.27737693795819207,-0.463161362085399,-1.423682636883923
3.8493727206464077,0,0.06752820468792384,-0.02435459226098284,1.360658595838651,-0.4114266071160025,-1.8518427315746586
