log_wage,college,college_expansion,age,gender,parent_edu,region,ability,true_premium
5.022205168025262,0,0.09794660270173883,30.637921878126928,0,3,3,0.7902381527811213,0.43999999999999995
4.312691211764856,1,-0.16799320991244193,28.117927596230395,1,1,3,-0.17388478006508987,0.24
3.8896937264348472,0,3.956752324142495,25.263023457800927,1,1,2,-0.10173353533375944,0.24
4.371570743087822,1,5.628642891630108,26.612502540400094,1,3,1,-1.3956127962365588,0.43999999999999995
3.6702213518242264,0,1.5820159774841733,29.028560397344943,0,1,1,-1.2653881211962996,0.24
4.599360268741394,1,5.855287354552589,33.45539313514478,0,1,1,0.2870690437124435,0.24
4.331405145460836,0,3.004272901724507,26.547941130411164,1,2,1,0.6306683813991212,0.33999999999999997
4.283957054375598,0,5.8826448047288125,30.414362330582197,1,2,1,-0.2604718751969018,0.33999999999999997
4.533352601174068,0,2.651531217057255,27.01583064796972,0,2,2,0.932957966149372,0.33999999999999997
3.671965834409454,0,4.6460613313135575,28.33140626765841,1,2,1,-1.407891920909461,0.33999999999999997
4.676454965745884,0,7.1665423980729726,32.546190247790776,1,3,1,0.3985387227970714,0.43999999999999995
3.9511854403141253,0,0.2848317358643324,30.2928777442613,0,1,3,-0.8517776058894487,0.24
4.215839019133718,1,3.5509121714918996,24.27610218177713,0,2,2,-0.9307501685249376,0.33999999999999997
3.801331218683059,0,1.423162657604594,26.28257492856523,1,2,3,-0.76491592408481,0.33999999999999997
4.489059827392941,0,5.615630027112674,31.768664033324075,1,2,1,-0.08076556887905209,0.33999999999999997
4.436346632898038,0,0.6873735676243213,28.425634127885488,0,2,2,0.438896929523789,0.33999999999999997
3.7900700520496216,0,7.304044605690754,24.55347964115241,1,1,1,0.362979209015348,0.24
3.7278929147328848,0,3.9443703804040844,25.543142665078836,1,1,1,-0.2904821839375229,0.24
4.319996061778918,1,3.4269239301975833,30.110480568133514,1,1,2,0.632267342423068,0.24
5.297182380309188,1,6.347088324617634,30.98323084365289,0,1,1,1.686741393350009,0.24
4.255182241208548,1,2.4103903584352713,28.053565904446522,1,1,1,-0.11941120145103974,0.24
5.03784210050642,1,2.1367591562155495,35.425941402808306,0,2,2,0.09479577376104349,0.33999999999999997
4.342572506904387,1,4.930307882264705,30.472457090366916,1,1,2,-0.6117299783135902,0.24
4.305133535047462,1,3.3253001419379995,27.269556791101298,1,2,2,-0.3919585407672948,0.33999999999999997
5.18712894638513,1,5.40057288292359,25.55288185570197,0,3,1,1.248347265348947,0.43999999999999995
4.225742161453228,0,4.537840526174112,25.075347086082875,0,1,1,1.2586582184231674,0.24
4.338910738036681,1,7.836614939851875,29.006263961441107,1,2,1,-0.20106747907086636,0.33999999999999997
4.895382734757405,1,1.3149852857059552,26.53366886525978,1,3,3,0.49025166608774173,0.43999999999999995
5.326801453098126,1,1.3321296802931448,33.02123126195028,0,2,3,0.9204572873590808,0.33999999999999997
4.894251535897271,1,4.651031661256251,32.39893540875358,0,3,1,-0.446517038751057,0.43999999999999995
4.007296597869758,1,6.476890332362382,29.89919964249168,0,1,1,-1.3059082511945022,0.24
4.939409227592336,1,4.646690027856927,24.463011481129314,0,3,2,0.689308949758022,0.43999999999999995
4.773815720750581,1,4.608001313659711,25.983343382342785,1,2,1,0.8963876161298779,0.33999999999999997
4.298420004190828,0,1.1254379002632686,31.767032577223304,1,1,3,0.7492788001422659,0.24
4.706264080317098,1,1.8790663135803274,26.310801400614693,1,3,2,-0.37414882410938,0.43999999999999995
5.672567400279879,1,3.229068747737764,31.366425201758574,0,3,1,1.5231108714090031,0.43999999999999995
4.007175457211157,0,5.543718295585442,29.423811769104283,1,1,1,0.2842647584534597,0.24
4.559524893400048,1,3.0037979045253653,28.155153654439562,0,3,2,-1.1475895682470094,0.43999999999999995
3.617820925173004,1,3.9812516033490084,25.891501561193678,1,1,1,-1.5960874594303902,0.24
4.131155164688222,0,6.49176186442179,27.717268469425747,0,2,2,-0.2971942159548199,0.33999999999999997
4.3016630337024635,1,6.152466907786285,28.568943864624693,0,1,1,0.22481153010256116,0.24
4.2408585076488166,0,3.4048729412989114,31.097616694903365,1,1,1,-0.2879461830657173,0.24
4.497811494104833,0,2.1819330681975813,25.342793198098736,0,2,2,1.9935623988394282,0.33999999999999997
4.306694169408328,1,6.797334783578214,27.211549472421655,1,1,1,0.40398352624473366,0.24
4.109458822801535,1,5.494450940138599,28.134469395796856,1,1,1,-0.9731487362874572,0.24
3.4474434023857876,0,2.9008814672827823,29.988035073058494,1,2,1,-2.2703417581987244,0.33999999999999997
3.888187206911089,0,2.7810987071931197,25.27460698743167,1,1,2,0.23501404919982627,0.24
4.874618618579109,1,4.99281277852404,24.050290621338355,0,2,2,0.9889540896941548,0.33999999999999997
4.30385480229976,0,6.978544382472485,30.02189545513015,0,1,1,1.8637672086298276,0.24
4.054025345061585,0,5.098165987574763,23.44615265515989,1,3,2,-0.20241174628443354,0.43999999999999995
4.663503369739032,1,3.882940554597731,31.854939144286504,1,1,1,1.7219991047581589,0.24
3.8134339472197243,0,3.609680022559607,27.532221707551276,0,1,1,-1.3589276392183158,0.24
3.735833318909871,1,1.7035043062961903,23.35740675317666,1,1,2,-0.34390804598608904,0.24
4.191285290755134,0,3.927520885996004,26.55873934178952,0,2,2,-1.014397454157113,0.33999999999999997
