budget,execution_rate,target_population,duration,previous_success,gdp_per_capita,success
191.4137709854426,33.07332295414461,27.902113131963684,34.0,0.0,3.5957597010052265,1
301.69860030446966,60.59236078148396,25.467361932999037,27.0,1.0,3.6062780798632867,1
281.99162515812026,64.42165601132926,34.35951399683615,32.0,2.0,3.7458787771297093,1
193.66421293149887,51.82443527635154,87.01820875839924,5.0,3.0,3.77218185089069,0
208.02875760900616,97.82610780220038,43.87453415609247,35.0,0.0,3.2771752930436824,1
421.1818379546687,58.66135563391164,67.62790099534219,5.0,0.0,3.087482551350095,0
185.48846109928078,51.06433512157932,79.1252511779983,35.0,1.0,3.4743685366841524,1
435.5206667339977,52.58785949544742,71.01980186850106,17.0,1.0,4.533872031095669,0
364.4758557074066,56.31798553503974,77.78980889727731,14.0,2.0,3.7588803775424617,0
379.17968190591483,58.325761915398516,26.26789047493798,16.0,3.0,4.541523014002688,1
274.5789938374742,82.9449238320544,98.63185084926081,16.0,4.0,3.1398473941915657,1
30.373690324830946,67.58077525794215,8.963876820724092,14.0,1.0,4.810143288400017,1
441.6386286669287,72.98635165829913,53.975571220059734,19.0,4.0,2.8090919183450347,1
254.23667747523805,70.65291993389613,68.25995532313019,23.0,3.0,3.5987296661953483,0
172.46670254292493,33.78333391448086,75.75916196149801,8.0,2.0,2.610733816008545,0
309.06355382235,93.11418606404521,9.284417836522035,17.0,2.0,2.652147879511952,1
447.1028120367855,40.62200390671367,20.18015436945625,31.0,0.0,3.835969910714417,1
351.05460037073675,68.48020786143178,50.638251380937106,10.0,2.0,2.88436007145989,0
75.40518648381246,88.97741558462612,39.781048599486645,11.0,4.0,3.1357372863942476,1
91.31789869493466,49.47005483142376,98.91837208189675,31.0,0.0,4.085225085904575,0
284.72344626392373,59.897871249353386,8.671093947598653,9.0,2.0,4.492955071019731,1
319.98472763563456,38.143220899328284,79.76244472963833,15.0,0.0,3.7280864220797127,0
72.8796724724946,80.99296618910145,46.432735905574795,18.0,4.0,3.261184754039288,1
401.40378552909607,57.593334621993556,80.42659282000507,3.0,3.0,4.785000092523195,1
141.71083136479712,35.479213651091314,52.845738892224134,12.0,0.0,2.7595677150277984,1
20.26303090514728,85.68810743486537,17.00556121981744,19.0,4.0,3.144522621167982,0
35.46592898922148,63.96867196398351,55.29987498916332,20.0,0.0,4.638582133257694,0
22.990542165394686,41.84133256896941,78.8320842506231,30.0,3.0,3.981926799357556,1
439.5602653025891,88.44816499780737,75.24871145361755,19.0,3.0,2.6650158395291697,1
324.595506615601,51.314329704782125,52.60550762858251,21.0,3.0,3.444664978904305,0
185.72457515725978,94.95539408659151,21.286687219083976,21.0,0.0,4.781846183577649,0
29.668040951829592,45.984892992519335,82.4310658724337,34.0,3.0,4.916204147591859,0
401.3699539107416,77.32651239152037,17.30936279796392,9.0,4.0,2.8664050070359117,1
110.29325343806914,57.093500835442086,66.96422698970093,18.0,2.0,4.91779081877562,0
483.1630978807322,86.29420351084467,36.139254484434936,9.0,4.0,3.6129688643493614,1
275.2223543614223,99.90321234150693,83.52714831013579,24.0,3.0,3.7846243588005413,1
48.909226475084466,90.67986491189461,76.5226923117408,20.0,4.0,4.019033815083087,1
488.7334076750823,35.81271304671305,17.24732951998324,27.0,0.0,4.074610442198754,0
348.2581949813572,81.9122113816046,88.9848431492759,31.0,1.0,4.564924237088672,1
270.73560778000467,43.17625398383319,37.46272782658644,4.0,1.0,4.037733414686004,1
257.67300777612047,63.96789229030688,15.135700163816901,29.0,3.0,3.617778518704456,1
21.056610735620147,57.684235332849916,43.9390604067018,4.0,1.0,4.19193987947841,1
282.21928924395377,78.69485274117856,88.07676052366534,16.0,4.0,3.4318285698719686,1
304.2532616124902,40.26258102520022,17.98074668493151,11.0,3.0,4.407072165985737,1
233.03427594949164,60.57440185263238,53.460018404695745,8.0,4.0,4.0038841241087955,0
302.73242006345106,87.78079270240401,99.96764731896714,32.0,3.0,2.602101107374971,1
248.14024196082548,89.47201224877207,5.971099024299701,8.0,1.0,3.860679735752064,1
52.59094116283761,81.91788902942761,93.7321047400478,31.0,3.0,2.8677149806759674,0
460.5702020814644,61.89625750871644,66.00557299783978,9.0,2.0,4.075761193900489,1
163.17303220506707,53.606642558508945,34.19354339086759,11.0,1.0,3.0559539504477318,0
377.4806304955971,97.18220050233785,38.121490358378395,24.0,2.0,4.0613937562802285,1
305.71161706125554,80.00712934261047,54.622509275472254,32.0,3.0,2.9497854915267454,1
377.96050119802595,47.19421018341701,42.63323131681878,7.0,4.0,2.9504657983288336,1
274.6058381562102,51.58464851733391,39.185954563340985,7.0,0.0,3.049207209063182,1
207.57321026007315,36.97647454537431,68.600889336861,13.0,1.0,4.265418357223812,1
245.48742289005753,74.61817368464551,69.12926923550408,7.0,4.0,4.551399327470506,1
350.52702847809337,33.03780250049926,74.8803400718883,4.0,1.0,4.557155460821148,1
347.86810800546493,73.08002405230486,42.94562204796459,23.0,4.0,4.219980046589201,1
14.964280173594256,95.84479994302797,20.211334144314893,25.0,0.0,3.133569904978492,0
29.507605328419373,81.07897392127046,18.308854631154905,30.0,1.0,4.592471153619115,1
142.69510073811657,50.29911748508993,65.82830448100636,27.0,4.0,2.777692411376951,1
378.3943215187738,60.64440903226983,70.22503078930191,32.0,1.0,4.91349029745353,0
265.89919742685413,39.4103399158685,97.84867911389982,24.0,4.0,3.163224694372295,1
414.59836626472685,78.12253628348097,38.437327037513434,31.0,3.0,2.940582095377292,1
118.04708908346709,42.59997316274808,30.521532516942013,33.0,2.0,3.4263233319492787,1
378.1737921542324,94.9955426360645,97.78560131849675,3.0,0.0,3.744397347754753,0
319.82985699085395,32.823369649691635,61.99496924115639,29.0,0.0,4.139049701112472,1
86.67359084176428,62.743076167030566,68.26144720191786,33.0,1.0,3.8892279861965973,0
388.6766909122653,64.64879562987227,57.072681342478646,30.0,4.0,4.6489809781184634,1
84.28158665204869,64.34295031287394,38.12902912578079,35.0,0.0,2.593143026719499,1
354.2078355666109,69.38587960319197,25.28573930061201,19.0,0.0,3.378791562276815,1
485.0120379442909,31.94887358838104,60.90207703289592,28.0,4.0,4.309261064917576,1
455.1407750534779,93.66950991662108,9.419318509301041,23.0,1.0,3.4812245030855755,1
409.14161291337723,54.784519364856585,85.38416957694233,8.0,0.0,2.8680005704003895,0
476.3877748573871,83.67942284724413,67.69745312436403,32.0,4.0,3.984860132017147,1
109.97746096816043,56.84971737051045,50.421938849793406,19.0,3.0,4.63907404039769,1
131.8163934605201,96.32340640769372,41.11302827629515,9.0,2.0,2.582091701575308,1
61.89384415784124,70.96363497749977,65.7025118289741,26.0,2.0,2.622174896767664,1
267.12046245410176,76.079864839831,4.940762638986646,34.0,0.0,3.822108435546898,1
157.61997777240018,90.15274657493333,34.212184445526105,21.0,1.0,2.7264860143689167,0
59.51244739521688,59.93683600769184,57.642540900853625,16.0,1.0,3.812897396944793,1
17.404235265092765,63.678798427179196,61.388167788632686,30.0,1.0,2.5006132262799827,1
214.93908778240325,94.94220131527851,56.04967618395469,8.0,2.0,4.367066265372735,0
108.25711608316499,73.37078149789608,3.462712319445939,13.0,0.0,3.1943428713856425,0
289.3299733437888,59.201499528299145,87.46503227273371,15.0,2.0,4.869143167422738,1
