datetime,demand,temperature,solar_generation,wind_generation,smp,hour,day_of_week,month,is_weekend,policy_active,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,demand_lag_24h,demand_lag_48h,demand_lag_168h,demand_rolling_mean_24h,demand_rolling_std_24h,demand_rolling_mean_168h,demand_rolling_std_168h
2023-01-08 00:00:00,57003.80104838368,4.807871777719963,0.0,167.88695310301932,77.41703492461397,0,6,1,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,55163.161976066316,55232.02516835038,55225.81585733115,61390.901183884125,3890.3525993706294,62273.92936486706,3954.936433506585
2023-01-08 01:00:00,56544.74197564888,3.2828276326561054,236.53118255371837,681.9299950344664,75.01979915620952,1,6,1,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,55707.896798577734,58759.630122914314,57222.960287193564,61425.769732928755,3840.634784726279,62269.89235110785,3960.465381067951
2023-01-08 02:00:00,55788.52607315972,2.8754928368520045,469.01525099510957,1418.8706620011988,72.36275785966136,2,6,1,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,58111.96632318388,54387.0276261223,54616.10317874108,61328.959722511085,3955.3663514614927,62276.87105881272,3947.910996091989
2023-01-08 03:00:00,58843.96589186893,3.0966052708322596,693.4743384563802,977.5657094885303,73.54334264683771,3,6,1,1,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,58788.74814985671,60773.72255066068,53833.514926091746,61331.260461761594,3953.840295377963,62306.69517170426,3902.407784889635
2023-01-08 04:00:00,57073.916115124644,5.312730997486262,906.0678877192519,1465.1923521567367,82.15743087145758,4,6,1,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,57605.89033904133,59343.96603689499,58694.41815491558,61309.09486909839,3977.056086680107,62297.04932622931,3913.377294701488
2023-01-08 05:00:00,59530.45034225772,6.567492050178506,1103.1583642137698,752.0515717501792,78.73194031896087,5,6,1,1,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,58032.15128323599,57760.56674257501,58310.54910661334,61371.52399655763,3934.916756573745,62304.310643108154,3907.06267980241
2023-01-08 06:00:00,60472.05616432906,6.374108523718632,1281.3734952433088,1282.8424640426251,81.51955496204437,6,6,1,1,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,60379.951351559605,63790.12034936071,56437.87250096014,61375.36169708969,3933.9524315055173,62328.323641104376,3883.1151178360215
2023-01-08 07:00:00,61012.60771495831,8.025585872836647,1437.663970505385,713.0005591662314,81.89694522479166,7,6,1,1,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,61722.88546211388,61820.11711232522,59153.44234009779,61345.76679095821,3933.8960494878424,62339.390101669036,3876.6567073195633
2023-01-08 08:00:00,62244.192565942765,5.583041801362295,1569.3556166363571,613.7699975160644,82.78454195477602,8,6,1,1,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,61845.826961187944,63299.62958137314,63491.58081875274,61362.365357823,3936.936976167422,62331.96517159279,3875.63113203845
2023-01-08 09:00:00,63118.61926106075,9.904638357200525,1674.195153059103,957.1491131317295,81.48588349669258,9,6,1,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,64903.447070778275,65599.3412842843,63895.660455038866,61287.99753241809,3883.635162090041,62327.33992639053,3874.217225841702
2023-01-08 10:00:00,66140.36637910982,4.750065626014706,1750.3887462384184,734.0133954720013,93.7284327233626,10,6,1,1,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,65341.4549862347,69893.147834693,66338.30069882257,61321.28550712123,3923.112559830612,62326.161745916055,3873.020068317256
2023-01-08 11:00:00,60967.01372317093,13.70454362549743,1796.63270267015,382.87114038511504,92.14862069340391,11,6,1,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,65312.23753213132,66092.24101220435,68101.86487195236,61140.23451508121,3830.0856101400263,62283.69239383997,3848.347516366862
2023-01-08 12:00:00,67922.13059329381,7.421038169023593,1812.135775438504,927.0741197132027,95.16162796819007,12,6,1,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,61954.95053740979,66772.49099475375,66416.70156876708,61388.86701740971,4071.3554001656635,62292.65328089072,3859.7646276730193
2023-01-08 13:00:00,68221.74618347324,2.972563456479727,1796.63270267015,1042.5741665725154,88.3289766843003,13,6,1,1,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,67230.27357340281,66464.12109001887,70010.13112557068,61430.178376162636,4137.6938984513445,62282.00813242587,3840.7719709426906
2023-01-08 14:00:00,67038.99908445858,2.3313586315452373,1750.3887462384184,1507.343444598427,86.80154417451345,14,6,1,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,69561.74520714463,68311.71678247988,69255.76016964528,61325.063954384066,3949.9205382683035,62268.813125966415,3820.4240710769786
2023-01-08 15:00:00,64343.76144432679,6.99145337145813,1674.1951530591032,1374.722270853224,89.80754907883508,15,6,1,1,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,65578.03065994562,62272.06212055388,66451.45602866072,61273.636070399945,3899.857270697736,62256.267324869186,3810.0531688761344
2023-01-08 16:00:00,63157.20098369354,4.873647769751022,1569.3556166363574,1487.9772796931325,79.36904438661648,16,6,1,1,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,64432.59584542745,67446.42406850406,67849.76013030077,61220.494617827695,3863.4598619828867,62228.335425187004,3785.925564615856
2023-01-08 17:00:00,63295.768139146574,7.686037608004851,1437.663970505385,1288.1429993574034,91.84734103121207,17,6,1,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,63760.56842334035,62746.76205887047,62639.89530215789,61201.12793931962,3851.319322403215,62232.23943016907,3786.6905890965604
2023-01-08 18:00:00,62657.20988698658,6.9637489994492086,1281.3734952433088,1133.04510357999,86.61432257460719,18,6,1,1,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,59656.700437400636,62481.42496934957,63860.09197309042,61326.14916638571,3847.703905878004,62225.07941775179,3784.730874609595
2023-01-08 19:00:00,63103.81883859462,5.325549387757956,1103.15836421377,508.422037411243,81.70516088843146,19,6,1,1,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,63740.059034514146,63609.103036837594,63010.150799431,61299.63915822239,3832.5111807736134,62225.63696560395,3784.854117328253
2023-01-08 20:00:00,63335.742702138654,3.0036549715233596,906.0678877192519,1059.9488791741098,84.74526600324961,20,6,1,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,60185.537646226396,63606.55563634808,59522.51809014703,61430.89770221873,3846.6149376174953,62248.33473115154,3779.9772569670895
