id,group,period,time,outcome,education,experience
T0,treat,pre,0,137.41213051755534,11.247240713084175,19.01428612819832
T0,treat,post,1,142.11665648313803,11.247240713084175,19.01428612819832
T1,treat,pre,0,121.81811211162963,9.348501673009197,17.323522915498703
T1,treat,post,1,145.23009784968087,9.348501673009197,17.323522915498703
T2,treat,pre,0,121.39186000697539,9.123506965774816,19.398197043239886
T2,treat,post,1,129.38536320960867,9.123506965774816,19.398197043239886
T3,treat,pre,0,115.00049046786421,10.825453457757227,10.495128632644757
T3,treat,post,1,115.20286167791538,10.825453457757227,10.495128632644757
T4,treat,pre,0,105.94540532127257,12.671117368334276,2.7898772130408367
T4,treat,post,1,127.36498190648224,12.671117368334276,2.7898772130408367
T5,treat,pre,0,115.57897024943674,10.198042692950159,10.284688768272233
T5,treat,post,1,126.05504797295985,10.198042692950159,10.284688768272233
T6,treat,pre,0,109.69936484782852,12.64526911140863,3.4104824737458306
T6,treat,post,1,113.80721747615472,12.64526911140863,3.4104824737458306
T7,treat,pre,0,134.73760121043154,9.732229409068673,9.903538202225404
T7,treat,post,1,128.17425453492768,9.732229409068673,9.903538202225404
T8,treat,pre,0,106.37543816062433,10.870266456536466,10.401360423556216
T8,treat,post,1,125.3506876681858,10.870266456536466,10.401360423556216
T9,treat,pre,0,110.24465904073799,9.530955012311518,3.919657248382904
T9,treat,post,1,117.88667723768037,9.530955012311518,3.919657248382904
T10,treat,pre,0,110.23614839831785,11.332063738136892,5.426980635477918
T10,treat,post,1,127.84369797265921,11.332063738136892,5.426980635477918
T11,treat,pre,0,106.23618935909106,9.845545349848576,16.043939615080795
T11,treat,post,1,121.32218624658185,9.845545349848576,16.043939615080795
T12,treat,pre,0,132.46390126472957,9.033132702741614,16.309228569096682
T12,treat,post,1,129.93428627073558,9.033132702741614,16.309228569096682
T13,treat,pre,0,127.31358267348315,14.178620555253561,12.465962536551158
T13,treat,post,1,128.49864443115442,14.178620555253561,12.465962536551158
T14,treat,pre,0,123.09439277831885,10.865893930293973,6.503666440534941
T14,treat,post,1,129.08677161965716,10.865893930293973,6.503666440534941
T15,treat,pre,0,131.44711756134666,9.71756547562981,14.2648957444599
T15,treat,post,1,151.55027443702318,9.71756547562981,14.2648957444599
T16,treat,pre,0,99.71815097116634,13.625803079727365,9.875911927287815
T16,treat,post,1,126.87623167104894,13.625803079727365,9.875911927287815
T17,treat,pre,0,116.4309627994391,10.88613588645796,10.171413823294056
T17,treat,post,1,130.34307285104404,10.88613588645796,10.171413823294056
T18,treat,pre,0,118.70403514163573,11.462297538213779,15.111022770860973
T18,treat,post,1,137.35278518790287,11.462297538213779,15.111022770860973
T19,treat,pre,0,122.32027366334843,13.822032461394688,3.7314011777207168
T19,treat,post,1,143.29795621672145,13.822032461394688,3.7314011777207168
T20,treat,pre,0,129.09726258685126,13.844640930984376,17.921825998469863
T20,treat,post,1,128.52085676233412,13.844640930984376,17.921825998469863
T21,treat,pre,0,120.79260600566846,13.90808859553496,17.214611665126867
T21,treat,post,1,129.46207504184437,13.90808859553496,17.214611665126867
T22,treat,pre,0,110.66460733326153,11.504466018892675,4.442156209414605
T22,treat,post,1,117.64491840893658,11.504466018892675,4.442156209414605
T23,treat,pre,0,131.19482290778012,12.112743730460195,14.060379177903556
T23,treat,post,1,134.96546453156398,12.112743730460195,14.060379177903556
T24,treat,pre,0,103.79177237094999,14.774683769652668,5.035645916507283
T24,treat,post,1,127.28801896856338,14.774683769652668,5.035645916507283
T25,treat,pre,0,134.59211753528137,9.308872507499936,5.572929284732229
T25,treat,post,1,141.22286902905526,9.308872507499936,5.572929284732229
T26,treat,pre,0,127.84851747318007,9.869369232547339,9.78905520555126
T26,treat,post,1,141.2627030089841,9.869369232547339,9.78905520555126
T27,treat,pre,0,114.09821237708732,11.20669879631552,12.646116611871589
T27,treat,post,1,148.7633399165879,11.20669879631552,12.646116611871589
T28,treat,pre,0,113.99624319365097,9.54173862032645,16.70604991178476
T28,treat,post,1,124.29386365571906,9.54173862032645,16.70604991178476
T29,treat,pre,0,108.02681678074079,13.065386171053694,0.33175657855712304
T29,treat,post,1,115.06045623560267,13.065386171053694,0.33175657855712304
T30,treat,pre,0,107.1681438099235,12.871036742456699,3.487328580099829
T30,treat,post,1,114.98541410161376,12.871036742456699,3.487328580099829
T31,treat,pre,0,134.20593359326523,14.548161709671376,17.54678706761962
T31,treat,post,1,127.524324863665,14.548161709671376,17.54678706761962
T32,treat,pre,0,112.00832013579306,13.903333201207296,11.104016231989247
T32,treat,post,1,126.1610496538742,13.903333201207296,11.104016231989247
T33,treat,pre,0,123.78470537420749,11.034178746292204,6.984191492253218
T33,treat,post,1,131.79843523777313,11.034178746292204,6.984191492253218
T34,treat,pre,0,127.72306224877482,14.322518545590704,15.597510917152476
T34,treat,post,1,135.11829437608364,14.322518545590704,15.597510917152476
T35,treat,pre,0,99.29180281144956,9.030369503077312,3.216161028349973
T35,treat,post,1,134.49323006514646,9.030369503077312,3.216161028349973
T36,treat,pre,0,107.91506561731924,12.911767557015603,4.485386189211196
T36,treat,post,1,132.86227521862065,12.911767557015603,4.485386189211196
T37,treat,pre,0,124.41903215405138,12.897797394283288,16.98446820988356
T37,treat,post,1,149.03108230057984,12.897797394283288,16.98446820988356
T38,treat,pre,0,103.83515649459255,9.562048606968554,7.354316061188671
T38,treat,post,1,122.80089826058976,9.562048606968554,7.354316061188671
T39,treat,pre,0,134.43954509975742,14.352279331062679,12.622772519945258
T39,treat,post,1,153.0008896550864,14.352279331062679,12.622772519945258
T40,treat,pre,0,129.2306563986982,12.461423307758155,9.850353876377278
T40,treat,post,1,120.80741630525449,12.461423307758155,9.850353876377278
T41,treat,pre,0,144.32588876578765,14.642751506117486,19.078571540051747
T41,treat,post,1,155.01896813605688,14.642751506117486,19.078571540051747
T42,treat,pre,0,129.74387099577388,9.092739699173205,18.566371251754507
T42,treat,post,1,125.13027598977608,9.092739699173205,18.566371251754507
T43,treat,pre,0,107.72470594964487,14.106820029101142,6.338440103125553
T43,treat,post,1,106.9095993949156,14.106820029101142,6.338440103125553
T44,treat,pre,0,124.40846237059974,14.616928644964686,13.92059593349946
T44,treat,post,1,129.2979997669508,14.616928644964686,13.92059593349946
T45,treat,pre,0,122.009339926714,14.264238431567733,14.815372355084088
T45,treat,post,1,146.79651417658886,14.264238431567733,14.815372355084088
T46,treat,pre,0,120.08892420273077,11.156946907318531,5.871836885289867
T46,treat,post,1,137.78075891852788,11.156946907318531,5.871836885289867
T47,treat,pre,0,168.6008769297152,13.789771073800651,12.999278615555303
T47,treat,post,1,181.0227929697596,13.789771073800651,12.999278615555303
T48,treat,pre,0,116.23371174632463,14.340032050905398,6.759903137030716
T48,treat,post,1,121.66962044781357,14.340032050905398,6.759903137030716
T49,treat,pre,0,123.32618289883196,11.793588108794761,10.852892694151532
T49,treat,post,1,112.57154456768448,11.793588108794761,10.852892694151532
T50,treat,pre,0,99.13454162117256,9.183001499634297,0.7469637749842883
T50,treat,post,1,127.13314419999665,9.183001499634297,0.7469637749842883
T51,treat,pre,0,108.45216017711034,13.619961318591665,4.316420549936863
T51,treat,post,1,119.42564617777869,13.619961318591665,4.316420549936863
T52,treat,pre,0,137.46717786841793,9.310090327011647,10.62709263136296
T52,treat,post,1,122.48359004647789,9.310090327011647,10.62709263136296
T53,treat,pre,0,122.79231009951461,13.771117168612221,5.416645025241484
T53,treat,post,1,124.05990420798022,13.771117168612221,5.416645025241484
T54,treat,pre,0,131.03369589330663,9.152104460492746,19.252968293558503
T54,treat,post,1,124.7622422110891,9.152104460492746,19.252968293558503
T55,treat,pre,0,107.50737283760711,9.938622256026516,5.004857963291906
T55,treat,post,1,127.85355266805995,9.938622256026516,5.004857963291906
T56,treat,pre,0,140.34293614759494,12.961184260306387,5.598677938918857
T56,treat,post,1,131.2141670091571,12.961184260306387,5.598677938918857
T57,treat,pre,0,121.18555610225127,11.135836071907569,15.156922209287382
T57,treat,post,1,141.26335492098335,11.135836071907569,15.156922209287382
T58,treat,pre,0,79.54795389124317,11.84504297452395,1.9566832130200296
T58,treat,post,1,106.90033417064012,11.84504297452395,1.9566832130200296
T59,treat,pre,0,110.78014154956529,11.39102840638424,12.31700196104433
T59,treat,post,1,121.76741386233525,11.39102840638424,12.31700196104433
T60,treat,pre,0,134.77146471808834,11.247675687758827,12.517198314284727
T60,treat,post,1,128.976844329648,11.247675687758827,12.517198314284727
T61,treat,pre,0,123.59762863059073,9.42341248440258,12.848385564126312
T61,treat,post,1,123.88409683195317,9.42341248440258,12.848385564126312
T62,treat,pre,0,146.275002051849,14.641381448549746,11.50948355751758
T62,treat,post,1,169.12970480075796,14.641381448549746,11.50948355751758
T63,treat,pre,0,106.36755744364145,14.648788852659152,7.722052756015485
T63,treat,post,1,111.9835378486406,14.648788852659152,7.722052756015485
T64,treat,pre,0,105.32959728451159,9.427131890761373,6.379512605875226
T64,treat,post,1,122.44855843522514,9.427131890761373,6.379512605875226
T65,treat,pre,0,126.06437507374098,12.773657080679303,17.54944027054106
T65,treat,post,1,137.98638773065503,12.773657080679303,17.54944027054106
T66,treat,pre,0,118.46200369051556,10.69220743542784,3.5487908755944564
T66,treat,post,1,131.08409854717448,10.69220743542784,3.5487908755944564
T67,treat,pre,0,127.8874561777875,11.2321085147567,15.528259214839936
T67,treat,post,1,130.95972441578863,11.2321085147567,15.528259214839936
T68,treat,pre,0,133.92621142452592,14.15047651105807,8.579880547500366
T68,treat,post,1,152.60801876807048,14.15047651105807,8.579880547500366
T69,treat,pre,0,129.0033399156956,10.92029760618367,17.91046456992401
T69,treat,post,1,132.35024207699564,10.92029760618367,17.91046456992401
T70,treat,pre,0,122.33940968668749,14.703642881625337,11.468757762465723
T70,treat,post,1,129.55639769874685,14.703642881625337,11.468757762465723
T71,treat,pre,0,118.50287941978257,13.03511073646223,15.0474905887536
T71,treat,post,1,137.65869396358184,13.03511073646223,15.0474905887536
T72,treat,pre,0,116.49222444052957,9.547236618292143,9.888406094051629
T72,treat,post,1,135.21193664017073,9.547236618292143,9.888406094051629
T73,treat,pre,0,109.10275976752234,11.105490075312472,2.3413403285521173
T73,treat,post,1,115.70430860230947,11.105490075312472,2.3413403285521173
T74,treat,pre,0,116.64988088777812,12.709308379897566,2.022453522455805
T74,treat,post,1,121.4186683054815,12.709308379897566,2.022453522455805
T75,treat,pre,0,129.77241496888246,9.509026284511151,19.732791570023508
T75,treat,post,1,116.80160854212227,9.509026284511151,19.732791570023508
T76,treat,pre,0,130.24151715355077,13.876797403545016,18.944971547677174
T76,treat,post,1,136.92369850610712,13.876797403545016,18.944971547677174
T77,treat,pre,0,145.36939755047382,11.545332055481857,18.12708770189472
T77,treat,post,1,139.30607148829034,11.545332055481857,18.12708770189472
T78,treat,pre,0,117.14534568275121,9.068121868604514,9.373212839882525
T78,treat,post,1,130.85711799450596,9.068121868604514,9.373212839882525
T79,treat,pre,0,141.2568712657128,14.77303529084725,7.497411590474082
T79,treat,post,1,142.62495453027665,14.77303529084725,7.497411590474082
T80,treat,pre,0,131.21220334247062,10.341575031116715,19.264450788812226
T80,treat,post,1,136.21414912952253,10.341575031116715,19.264450788812226
T81,treat,pre,0,121.8637884558154,14.815815213714593,10.461956883402976
T81,treat,post,1,146.8099275400526,14.815815213714593,10.461956883402976
T82,treat,pre,0,133.1027162607409,11.72724638860664,12.551161601681269
T82,treat,post,1,159.36742960439432,11.72724638860664,12.551161601681269
T83,treat,pre,0,103.09264272453575,10.664287097886795,3.762423194475226
T83,treat,post,1,112.3395096104889,10.664287097886795,3.762423194475226
T84,treat,pre,0,116.53803272269431,12.501936671105232,1.5546927392996968
T84,treat,post,1,142.67078362220246,12.501936671105232,1.5546927392996968
T85,treat,pre,0,110.90473757596156,13.108387035323275,3.252338786897826
T85,treat,post,1,136.25862561344317,13.108387035323275,3.252338786897826
T86,treat,pre,0,149.07086180553287,14.596370900124079,17.321277790008168
T86,treat,post,1,135.00116521041468,14.596370900124079,17.321277790008168
T87,treat,pre,0,150.7982938641302,14.819486386887618,16.842378462714173
T87,treat,post,1,166.94737729335955,14.819486386887618,16.842378462714173
T88,treat,pre,0,115.33649925858376,11.48891701402599,5.468141438614125
T88,treat,post,1,121.97678632508556,11.48891701402599,5.468141438614125
T89,treat,pre,0,118.58648731676227,11.70326481186056,2.5831883030298997
T89,treat,post,1,135.09176255248545,11.70326481186056,2.5831883030298997
T90,treat,pre,0,106.70931680093628,10.371856833020777,13.434013688117135
T90,treat,post,1,124.86548738642773,10.371856833020777,13.434013688117135
T91,treat,pre,0,121.35539154964671,12.12184620542276,15.446367834712786
T91,treat,post,1,136.5684679159393,12.12184620542276,15.446367834712786
T92,treat,pre,0,121.75147241367581,12.311441032646913,11.218759430707726
T92,treat,post,1,142.11994476239036,12.311441032646913,11.218759430707726
T93,treat,pre,0,131.8586519730257,13.22447860859534,4.259283230178214
T93,treat,post,1,120.38810608249374,13.22447860859534,4.259283230178214
T94,treat,pre,0,116.1889904606199,11.353464270598394,8.749498440474582
T94,treat,post,1,144.36518774896808,11.353464270598394,8.749498440474582
T95,treat,pre,0,124.11917034448575,11.379256693927621,12.44173400455747
