age,income,education,experience,assets,Z1,Z2,treatment,outcome,true_ps,true_te,Y0,Y1
39.07609822659935,64.3777970287423,13.461578904701113,4.793712903428238,253.87257948862026,-0.09239017734006542,0.7188898514371146,1,58.415335504150896,0.502646158282032,6.0,52.415335504150896,58.415335504150896
47.34285571818207,52.487166649230076,11.904675193819171,13.728760138783466,227.1334325330216,0.734285571818207,0.12435833246150368,0,49.63524231269802,0.2050262447205793,6.0,49.63524231269802,55.63524231269802
25.61117974862016,50.735393769124926,14.830640843280975,8.017127368093941,163.6366540123848,-1.438882025137984,0.03676968845624618,0,39.00935928285476,0.00017302868110588042,6.0,39.00935928285476,45.00935928285476
33.365779750568066,83.1583876837968,9.825584073450738,17.23229769047878,176.77155426476878,-0.6634220249431935,1.6579193841898399,0,41.07386355733756,0.01962245111295138,6.0,41.07386355733756,47.07386355733756
38.99271911706998,-0.13893628449689288,14.347930356817555,8.151335773442584,232.66099262310848,-0.10072808829300164,-2.5069468142248446,0,49.19883164433715,0.4161341681529483,6.0,49.19883164433715,55.19883164433715
61.469865732856206,46.63173161531778,11.699268026487875,14.926012853941339,172.97682997296175,2.146986573285621,-0.16841341923411077,0,41.420069166483955,5.923512034671742e-06,6.0,41.420069166483955,47.420069166483955
53.93708086434868,84.72089355563821,11.820693784288604,12.57608247547573,131.4293380202409,1.393708086434868,1.7360446777819103,1,57.251782012700275,0.44285109307605136,6.0,51.251782012700275,57.251782012700275
37.92628867938141,64.64293552803095,10.756791966599614,10.276713121565646,236.6578083474772,-0.2073711320618591,0.7321467764015476,0,46.434668123356744,0.17392940860430808,6.0,46.434668123356744,52.434668123356744
47.6358728607377,48.023835740771005,14.690387342810075,16.53479478722962,185.92765145416388,0.76358728607377,-0.09880821296144987,0,50.38924438737689,0.5032401766951258,6.0,50.38924438737689,56.38924438737689
42.0505365025907,46.13717114859677,14.248017749725333,16.73128726446296,179.43371956766555,0.2050536502590706,-0.1931414425701614,1,55.48380524576747,0.8907925239257135,6.0,49.48380524576747,55.48380524576747
29.585038259545296,28.79738679314844,15.16645849403621,18.816578210146112,194.44298859553527,-1.0414961740454705,-1.060130660342578,0,49.258376694412746,0.016865982455745207,6.0,49.258376694412746,55.258376694412746
31.71923910631778,41.00205494952567,12.387341292194193,12.831649276002858,146.75476061774407,-0.8280760893682219,-0.4498972525237166,0,45.66366105539448,0.30305420199578736,6.0,45.66366105539448,51.66366105539448
29.462043148772143,93.27490223606165,14.865971832003181,11.077872949188993,90.41828822638229,-1.0537956851227857,2.163745111803083,0,33.4435715906087,1.8223745367422556e-05,6.0,33.4435715906087,39.4435715906087
39.11241335298442,42.0750038320541,17.948325795830936,13.9354536533494,241.23234046822228,-0.08875866470155816,-0.39624980839729496,1,59.57218081572474,0.7236596627134955,6.0,53.57218081572474,59.57218081572474
41.581933546213,49.445020482872756,14.526601132689395,8.037126599663123,126.47767099222395,0.15819335462130032,-0.02774897585636225,1,60.838535808159726,0.935170863812847,6.0,54.838535808159726,60.838535808159726
22.106769527481113,38.23846969741236,15.378520558238112,12.319648843063408,176.697179985834,-1.7893230472518888,-0.5880765151293817,0,33.799123956743614,2.69203233929668e-05,6.0,33.799123956743614,39.799123956743614
50.63481777840279,32.09970284375885,13.134068455389437,10.920255760842956,231.63574213254756,1.0634817778402788,-0.8950148578120576,0,44.748991575461815,0.041795990564206256,6.0,44.748991575461815,50.748991575461815
40.37120005088366,79.54967286633998,12.457604993570035,14.920835084269473,199.79192094231163,0.037120005088365535,1.4774836433169989,0,49.21344039633965,0.41697062891245446,6.0,49.21344039633965,55.21344039633965
38.36242069587094,36.32435614332653,13.203703394810352,18.816041139537088,231.91291069846278,-0.16375793041290654,-0.6837821928336734,0,53.13588522117365,0.2787318581579149,6.0,53.13588522117365,59.13588522117365
36.717924309571906,95.67441225999093,14.077847694501955,25.332867962581915,308.7396721497132,-0.32820756904280945,2.2837206129995464,0,47.35419700035728,0.011340015023777133,6.0,47.35419700035728,53.35419700035728
55.889765035000565,19.568507115008416,12.897239592531413,21.51567017377365,194.91909300812793,1.5889765035000567,-1.5215746442495792,0,34.08930028192076,7.265762486985442e-06,6.0,34.08930028192076,40.08930028192076
