age,income,education,experience,assets,treatment,outcome,true_ps,true_te
26.09696736550828,10.0,13.964698061141435,0.9971288382453984,152.52895165767507,0,27.470364657403316,1.2432651842646341e-05,12.2
59.95332662286701,97.51357744888456,11.257426751028703,22.93925955027766,290.79867701527814,1,58.08296588494608,0.5876480152012179,6.949185353066926
61.96725379489261,25.355036285375697,11.32923289089967,20.913366439391282,113.85192943214749,0,31.30824074554076,0.0006580724773788376,11.278697822877458
40.05056738214178,66.8126660527369,13.035488962566088,11.281524233666493,271.60238694500543,1,58.40326982520173,0.13196265023694217,8.791240036835786
37.470599575129214,12.589473626900872,13.835234512439097,6.275340913470696,182.29930708067536,0,41.810639764547716,0.0428838416291473,12.044631582385946
31.591839588552155,30.79015907247884,12.679548554345988,4.895048621136551,128.28200409523723,0,45.05440663889296,0.00854165904994154,10.95259045565127
49.581541346196694,116.77185147999137,16.89593123731799,13.685982060710536,300.9769858381869,0,44.930111325787436,0.4973101640011838,5.793688911200518
42.16776218778181,58.225831456858806,14.441261201490711,10.367553381103141,155.03626538326296,0,44.30183830289665,0.18913486068127544,9.306450112588472
63.39072886625257,31.406767482580005,9.830224297499626,21.411712164226365,167.16615704935413,0,40.92319460584252,0.0007054864098104061,10.9155939510452
56.0443013691248,93.69423039474722,9.589196682296297,21.053262873922957,286.8335803462619,1,46.00941245863667,0.6421521342144699,7.178346176315166
40.48423783443087,40.89064584120857,8.712642856688579,10.81909596292121,152.07807509319778,1,52.703238825898424,0.5252194097754194,10.346561249527486
56.04761389663977,163.4526465231419,12.718760148107354,23.4290227935656,540.3214136716603,1,58.56658114092395,0.9844773716313036,2.9928412086114857
21.8773087768438,94.96691668272987,12.026736365881558,0.7584898506112667,307.55277574733435,0,41.83685945729042,1.3649513162091004e-08,7.101984999036207
54.62560423720152,180.04495018793088,17.379376663564464,17.95441046799335,528.346569761566,1,73.30289341699498,0.9989432813737108,1.9973029887241478
20.14270025398824,32.07799721078932,15.511698055933548,0.20297477109508,149.57361193171133,0,39.11327152294866,5.09012476977676e-10,10.87532016735264
33.176422642226456,491.8724070126404,13.79081491537176,11.382933600500554,1000.0,0,99.95023960039263,3.284898108444475e-05,-16.71234442075842
47.49114497000956,21.72583436248455,17.665496271005953,19.41212757699529,107.70401143580398,0,47.59553878696135,0.027863751815341373,11.496449938250928
61.08623261392908,11.347564005171373,9.66687905128724,20.904572800490147,201.63155417235276,0,39.4407815789803,7.998274902148887e-05,12.119146159689716
33.50517521350865,201.86673441469242,14.988456028154419,5.367081377047326,469.01590888274256,0,61.98243691331692,0.0007957843777308026,0.6879959351184546
31.186938650181947,63.76572804806936,19.025150513320536,14.848947059637172,140.95022471050578,0,48.87734975754509,0.000606527056540753,8.974056317115839
49.9876447206498,24.43915481209171,15.845481877378852,14.256713123072435,105.35777179249911,0,52.47706659638308,0.00603618245156613,11.333650711274498
64.43898098869174,386.90223611052517,10.590592040964966,26.27001360341124,1000.0,1,81.6165266791486,0.9999999999999996,-10.414134166631511
41.07216827334928,31.969768460341914,19.62012241480034,11.625186206058427,134.23064074381998,0,51.24042161315127,0.0017004771982660379,10.881813892379485
25.547932078685946,53.83979780081611,12.19208546324679,0.4689872646434843,284.41623294260205,0,36.626117111109835,2.0849087561567944e-05,9.569612131951033
61.22141240295976,85.30988509293022,13.15963537000321,28.551302099939686,345.9208765854292,1,72.04816181183874,0.7079612358636076,7.681406894424187
62.576459006754135,24.047231514891713,13.573009571560215,24.609776089835982,186.71067825515397,0,48.25242844771063,0.00040761618089474284,11.357166109106497
32.49638179868934,90.29658057954065,15.49913356142866,2.6539771108591683,285.92800416576773,0,46.76316654258812,0.00036851610395286736,7.382205165227561
43.384415994108224,27.506861601488463,14.350052856921893,12.969942515244886,59.063579269332806,0,43.77862638691907,0.024717236780288917,11.149588303910692
26.963524942239875,25.901736264537547,13.531362116131474,3.3151631944419684,22.381090890343003,0,39.33822434404712,5.538514802566297e-05,11.245895824127746
