age,income,education,experience,assets,treatment,outcome,true_ps,true_te
26.09696736550828,10.0,13.964698061141435,0.9971288382453984,152.52895165767507,0,27.470364657403316,0.0008885537514677696,9.8
59.95332662286701,97.51357744888456,11.257426751028703,22.93925955027766,290.79867701527814,1,57.43323743392377,0.5364590879163673,6.299456902044618
61.96725379489261,25.355036285375697,11.32923289089967,20.913366439391282,113.85192943214749,0,31.30824074554076,0.003720166008562515,9.185798548584973
40.05056738214178,66.8126660527369,13.035488962566088,11.281524233666493,271.60238694500543,1,57.139523146256465,0.44201189612531905,7.527493357890524
37.470599575129214,12.589473626900872,13.835234512439097,6.275340913470696,182.29930708067536,0,41.810639764547716,0.3268441251154972,9.696421054923965
31.591839588552155,30.79015907247884,12.679548554345988,4.895048621136551,128.28200409523723,0,45.05440663889296,0.10942027772339485,8.968393637100846
49.581541346196694,116.77185147999137,16.89593123731799,13.685982060710536,300.9769858381869,0,44.930111325787436,0.5398552926985848,5.529125940800345
42.16776218778181,58.225831456858806,14.441261201490711,10.367553381103141,155.03626538326296,0,44.30183830289665,0.5018992937410047,7.870966741725647
63.39072886625257,31.406767482580005,9.830224297499626,21.411712164226365,167.16615704935413,0,40.92319460584252,0.0035398464220313623,8.9437293006968
56.0443013691248,93.69423039474722,9.589196682296297,21.053262873922957,286.8335803462619,0,38.8310662823215,0.6562181120969997,6.452230784210111
40.48423783443087,40.89064584120857,8.712642856688579,10.81909596292121,152.07807509319778,1,50.9210517427226,0.8068302898952466,8.564374166351657
56.04761389663977,163.4526465231419,12.718760148107354,23.4290227935656,540.3214136716603,1,59.235634071386784,0.9327198004157959,3.661894139074324
21.8773087768438,94.96691668272987,12.026736365881558,0.7584898506112667,307.55277574733435,0,41.83685945729042,2.1565545316659993e-06,6.401323332690805
54.62560423720152,180.04495018793088,17.379376663564464,17.95441046799335,528.346569761566,1,74.3037924207536,0.9911955868617461,2.998201992482765
20.14270025398824,32.07799721078932,15.511698055933548,0.20297477109508,149.57361193171133,0,39.11327152294866,2.5252186808188605e-07,8.916880111568428
33.176422642226456,491.8724070126404,13.79081491537176,11.382933600500554,1000.0,0,99.95023960039263,1.057424987423325e-05,-9.474896280505614
