X1,X2,X3,X4,X5,treatment,Y,Y0_true,Y1_true,true_propensity
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,1,6.312659274620762,2.7945084441402077,6.312659274620762,0.5719560723569947
-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,0,2.0253673725704973,2.0253673725704973,5.639315155892824,0.3564439035278244
-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,0,1.7004060166419253,1.7004060166419253,4.8939758338947525,0.47701872353971586
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212111,-1.4123037013352917,1,5.491093955964425,2.2396960898882052,5.491093955964425,0.5056761490138258
1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,1,6.5790737479859205,3.525051184235582,6.5790737479859205,0.6900936749477277
0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,0,3.6575421757991675,3.6575421757991675,6.958100590475705,0.5988700927737178
-0.6017066122293969,1.8522781845089378,-0.013497224737933914,-1.0577109289559,0.822544912103189,0,-0.4014565379664937,-0.4014565379664937,2.5877456822431593,0.29806342291704563
-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,1,2.1542989757574587,0.722035074861279,2.1542989757574587,0.33780731859900287
0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,1,4.747491796708802,1.840010422619395,4.747491796708802,0.5787935617566154
-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,0,0.25718939181682665,0.25718939181682665,4.102887172791959,0.44479338002744173
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,1,5.123818535917095,2.665356136161862,5.123818535917095,0.5689495597039058
