firm_size,industry,energy_efficiency,rd_investment,region,carbon_tax,emission,CATE_true
446.99128664380146,0,0.3913570344102142,1.9170569591148932,1,1,89.4548389644365,-185.99557350284803
643.9417677958509,1,0.49499807653469413,1.167970186878283,2,0,334.7714169290608,-190.14446529938095
445.24336534612024,2,0.3965676631392455,0.07920916396085374,1,0,334.8712924405639,-185.0391870637252
1101.0881031598808,0,0.05223156053171433,0.21718494425495377,2,1,336.2038666888644,-302.27407623623094
837.1308241827294,0,0.22958550244262413,0.5682563289740581,3,0,459.9336906113087,-249.27525705187935
423.2875194199762,1,0.3070492917807344,1.3807642155906812,2,1,111.37541482221599,-196.27135817488744
651.8192154926058,2,0.16837900165028052,2.278656694433857,2,0,433.9672013519721,-239.9250713017185
512.3796666094333,1,0.22552244404274863,0.8687003333979031,1,0,326.41963753815645,-217.40960005453104
274.0306299848252,1,0.17590800799077552,2.4112345833593714,3,0,292.68768893680124,-201.0168617998662
447.7540081456291,1,0.1498003996294491,1.962876614144267,1,1,86.11053880392214,-222.30534087014556
501.6812956065328,0,0.17066989619990836,1.6727062419427383,1,1,131.6748060792378,-224.56764513066705
177.02929422345588,0,0.30028506629829826,0.33234587169425156,2,0,199.73990023649964,-172.66016947760085
736.1669341140989,1,0.48230298453496806,0.6388642489562376,3,0,426.1509708106375,-201.2712457311647
474.7315217740189,2,0.36621992360227285,0.26032766006102775,2,0,312.52572716984054,-192.54016363706094
900.9647333004981,0,0.24970140774216043,1.1229938483666508,3,1,246.86360516786664,-252.64126216872575
427.0613065516569,2,0.16694105333884118,1.1464423745277537,1,0,328.04083403318833,-217.66497265433952
466.5138996949717,0,0.37336477771835674,1.0933129853556096,1,0,215.58485209931894,-190.64667331174365
656.8472924005605,0,0.2557700630089481,0.5951494418137769,2,0,377.09323117700063,-227.31921978871384
777.0303524544212,2,0.05754801635079909,1.6311039621944512,1,1,277.76620411478797,-269.0708327928223
453.4717885677602,1,0.2080269613750874,0.8022452739743394,1,0,315.24213474113225,-214.1431346505129
479.00798453344623,1,0.396017502060945,0.07129355942350213,3,0,263.806829119718,-188.4981731442029
287.51233771506395,1,0.1570620189054887,4.1671536372203715,1,1,40.378437706104194,-205.1919309356831
402.70319421175395,1,0.3690638725198799,1.1551100711392257,1,1,74.86398684519625,-184.91073854319345
339.1807258178401,1,0.5437077388477555,0.7262780932201209,2,1,29.870189124575973,-152.36191175462068
451.08481598721124,0,0.3512270853497645,1.8503340679124285,1,1,38.54297548360273,-192.42441879625648
606.5750560855572,2,0.44590722036941693,0.0837397104602383,1,0,386.8563868409528,-193.77142255314317
1009.7632467499709,2,0.5174494871986575,1.4628352874143618,1,0,542.8928672661986,-223.3589015951985
340.7059463181249,2,0.20112347949574133,0.5537829071110918,1,0,281.58832696531636,-203.9020727074513
781.8219141079744,2,0.4504352890762267,1.5935997649052251,1,0,453.37552386456866,-210.61689804936344
699.5702988453287,1,0.47043235561525215,0.20099419054076892,2,0,369.816687402478,-199.39217654224507
443.35885896797447,1,0.28732664537013375,0.3042898096369599,2,0,254.9297946742522,-201.23688909127736
225.76020182812124,1,0.382305804163357,0.33089399395206365,2,0,180.18351054308334,-165.23014955830857
689.9382216588464,0,0.44904158120092874,0.7747347046795338,1,0,372.67579246184886,-201.63758498574532
768.8800453671687,0,0.33962892497058306,1.3190606731757313,3,0,392.68051080569654,-225.94366579112943
557.2047564125312,1,0.08150103679211324,0.3366203735334128,1,0,371.6185485988948,-243.49532012243614
257.342672029539,2,0.3011303939874427,2.0379837292529275,3,0,216.6224246187605,-180.5647081048375
226.08873292575962,1,0.3040222685302599,0.49865848283580344,1,0,192.42487972705754,-177.005533013037
306.68477371705325,0,0.10595499219146233,0.34148123949630454,1,0,266.0568000707185,-214.77522854298599
390.81415401921805,1,0.35798360032218246,2.4268592122927193,2,0,266.0707942765356,-185.38387535359445
304.5282907993138,1,0.33583762802613815,0.2592864816796091,1,0,180.054585291889,-180.07718487601065
221.199398055735,0,0.19149749948038014,1.252220144066308,3,1,-46.278113520757614,-193.39531488351645
544.8235094988837,0,0.3026743980841948,0.402042558207929,2,0,304.6241745813247,-209.08119123725913
252.18029513057925,2,0.14965489538332302,1.4552273513712952,2,0,230.7937863555862,-202.76979520555946
376.8896940706448,2,0.40844885632454014,0.6095242303721619,3,0,255.06440076194136,-176.42164095838348
509.27607343667216,2,0.30376345189442167,0.25923204590180227,1,0,331.31754687316385,-205.36308955950398
317.9041393476985,2,0.24736456332702633,0.7320375468141658,3,0,214.4132736060704,-194.6857294357159
204.13996468315938,0,0.24382484639165722,0.6084391002908747,1,1,-48.67563105462264,-183.84026950956735
729.3879957397335,1,0.5008334898389326,3.270461450494903,3,1,213.8442750269474,-197.81377609813347
436.0774829349116,2,0.3579309455590568,1.1907768380616184,1,0,298.66804853415243,-189.91810645963267
133.39302830853126,0,0.6923346671867258,0.9723079388789768,1,0,11.281664607751036,-109.48910275284426
542.4115703223812,1,0.30598814621917547,1.0650431188029161,2,0,368.97695975649583,-208.3429350993618
443.62607757704353,1,0.19452198712260224,0.1992561283542843,1,0,301.80841225009,-215.184309689314
660.5865837318802,2,0.35621824690897086,0.5453251892252213,1,0,385.7694799983095,-212.6259213368424
466.1613675773825,1,0.3161703400192459,0.9432527594318815,2,0,294.85109121736224,-199.19058575485136
318.2649790741525,2,0.6573475805836481,0.5089074253903648,2,0,163.6296946100971,-133.22436081986805
350.0611342770358,0,0.12400195118121878,0.9983795459017516,2,1,52.902744344087324,-216.40582075052075
441.78729327370576,1,0.14956371281011707,1.3356467006965134,1,0,320.0062814482078,-221.74417240585302
141.00818584923516,1,0.11038145286397895,0.8589137649666728,1,1,-9.495099823021661,-197.54360065532666
850.5101386379316,2,0.17591301208114887,1.032690150511958,2,0,516.7971738363474,-258.6640620516208
947.9586213621767,0,0.06650251115534231,1.146184962018427,2,0,606.1667977208796,-284.82048546291634
341.4287091744156,0,0.33986626075257076,0.6034695425192808,1,1,25.73766653940433,-183.16293180455594
671.0470218156032,0,0.14903712827996352,1.0464555651648733,3,1,171.77685925567917,-244.74913293956578
423.57739226052917,0,0.16416694772669488,0.26063666857126044,1,1,63.105606963350084,-217.7326970670487
737.8198740685046,0,0.23655278612083147,0.4908802306535843,3,1,154.01787450259332,-238.29906948872576
791.1544973627556,0,0.26471203039119273,0.5448931132775786,2,0,423.92624330823537,-239.40864517759664
341.6045183753435,0,0.2208194955796651,2.1629790169745817,2,0,229.95322235260707,-201.0375275005846
745.6897367672934,0,0.27551643838617096,0.435590653210393,2,0,408.5168866183042,-233.24150791880368
446.58529319358166,0,0.4645165988306923,0.28805536396293974,1,0,216.97323854100046,-174.98103949475433
